Title,ConstituentID,Date
"Merced River, Yosemite National Park, California, August 13, 1979",5409.0,1979
Actualidad Grafica Panorama Artistico,6104.0,1977
"Artificial-Silk Sales Office, (Offices of Erich Raemisch, Weiss, and von Stösser), Berlin, Germany, Office floor plan",8059.0,1931
Plate (page 54) from PRIÉRE SUR L'ACROPOLE,1277.0,1946
Number 11,1240.0,1951
Portrait of Dora Maar with Chignon I (Portrait de Dora Maar au chignon I),4609.0,"1936, printed 1942"
Humanly Impossible,399.0,1932
Portmeirion from North Wales,7967.0,1996
Sibelius from the portfolio Color Guard Etcetera,6972.0,1991
Entrepreneur [Ludwig Blatzheim],5145.0,1930
Sump,25520.0,1994
"Variant of tailpiece from page 94 (supplementary suite, plate 34) from DIALOGUES DES COURTISANES",3697.0,1944-1948
"The Piano, plate IV from the series Six Musical Instruments",6064.0,1896
"THE ARK CARRIED TO JERUSALEM, plate 68 (volume II, folio 26) from the BIBLE",1055.0,1931-1956
Untitled from Black Sun: The Brief Transit and Violent Eclipse of Harry Crosby,28846.0,2013
"THE FOX AND THE STATUE (plate 46, 1st supplementary suite) from FABLES",1055.0,1927-1952
Untitled,3524.0,1949
The Grand Frauds of Architecture (page 3) from Fluxus 1,21398.0,1964
"Versailles, vase",229.0,1905
Gray Instrumentation IIk from Gray Instrumentation II,97.0,1975
Wrigley's (Resolved for 1937),5390.0,1937
Colored Paper Image VII (Yellow Curve with Gray),3048.0,1976
Tombeau de Sultans Mamelouks,1629.0,1849-51
"Kunstverein Jena, Prinzessinnenschlösschen, Johannes Auerbach, Auguste Macke, Georg Kötschau",1520.0,1925
"Ice, Newton Center, Massachusetts",961.0,1960
Special Shows of Irises (Poster for London Transport),380.0,1935
Untitled (Lava Eruption),28665.0,(2002)
Untitled,6288.0,1991
Trakonya from the Museum in Progress project Balkan Consulate,30902.0,"(newspaper published May 12-18, 2003)"
Plate (page 43) from Meidosems,3963.0,1948
Page from 1918,11875.0,1917
KATSURA,47082.0,2012
Portrait of Detroit,72783.0,1986
Untitled,1055.0,(1952)
Play of Light Around a Chair,2544.0,1931
Plate (folio 75) from Elephant Skull,4071.0,"1969, published 1970"
Mitosis,4324.0,1962
Plate (page 9) from L'ART D'AIMER,3697.0,1935
"Design for Telefunken Record Player, Elevations, sections, and plan",8059.0,1938
Plate (page 34) from PASSION,5053.0,1928-1939
Flux Napkin from Fluxus 1,3277.0,1964
The Guilty Girl Is Fragile,710.0,2000
S.O.S. Smoke Signals from Underground (SOS. Senyals de fum des d'un subsòl),67458.0,2016
Untitled from Eucalyptus (Eukalyptus),8132.0,1997
Untitled,39882.0,1970s
Zephyr,3503.0,1942-49
SAINT ROCH. AUTEL,229.0,1912
Fourteen Etchings 6,6408.0,1989
Shape Standing on Itself,1652.0,1990
The Popular Image Exhibition,6107.0,1963
Marianne and Tom,5759.0,1982
"East of the Quarry, Looking Toward Tijuana, from the series Running Fence",7160.0,1997
Postcards 1968–1974 (Postkarten 1968–1974),540.0,"1968–74, published 1974"
"Plate (folio 13) from Six Geometric Figures and All Their Combinations, Volume II",3528.0,1980
"Weissenhof Housing Colony Master Plan, ""The Dwelling,"" Stuttgart, Germany, Site elevation study from east",7166.0,1926
S.O.S. Smoke Signals from Underground (SOS. Senyals de fum des d'un subsòl),67458.0,2016
Plate IV from IMAGES OF ÉLOGES,1866.0,1979
"Canton, Ohio",2002.0,1979-80
Study for Relief Sculpture,4754.0,1916
Plate VIII (folio 20) from X SONETOS ROMANOS,6643.0,1964
Kevi,5.0,1977
Dartmoor Walks,3591.0,1972
HASSIDIM from the portfolio TWELVE ETCHINGS,2360.0,1965
"Paris, Avenue des Acacias",3394.0,1911
"The Damned, Neat Neat Neat",6020.0,1977
100 Years,8045.0,2001
TITLE (DIE RO PE PR or /DIE RO PE PR for),5042.0,"1972, published 1973"
Farming Couple,5145.0,c. 1932
S.O.S. Smoke Signals from Underground (SOS. Senyals de fum des d'un subsòl),67458.0,2016
Plate (page 131) from LES CONQUÉRANTS,3821.0,1948-1949
"Urban Proposal with Multi Thin-Shell Capsules, project (Exterior perspective sketch)",42362.0,1970
"Bank and Office Building, project, Stuttgart, Germany, Street-level plan",7166.0,1928
Tondo,2186.0,(c. 1960)
"Phare Tower, Paris, France",8218.0,2006-2010
Balcon. 27 rue Lhomond,229.0,1901-02
"Anima 1, performed during Fully Guaranteed 12 Fluxus Concerts, New York, May 23, 1964",3227.0,1964
"Plate (suite, plate 12) from THE PLAIN OF SMOKES",4734.0,1979-1981
Pontos (Dots),7615.0,(1976)
An die Freunde des Lumpenballs!! Das Sommerfest der progressiven Künstler ist am Samstag den 14. Juli,8238.0,1928
"House for Venice Biennale, project, Venice, Italy, Axonometric",7528.0,1976
Noiseless Blackboard Eraser,540.0,1974
100 Years,8045.0,2001
Untitled,3567.0,1953
"Walker Evans, New York",3520.0,c. 1940
Greens,4792.0,1997
"Ljunglofs, STHLM",4271.0,Unknown
End (Fim),7615.0,(1973)
Donated Object: Photo of Dog,37145.0,2006
"DEA PALMETTOS, FLORIDA",6327.0,1947
"The Manhattan Transcripts Project, New York, New York, Episode 1: The Park",7056.0,1976-77
A Play,756.0,1963
"Sketchbook: El Golea, II",1633.0,1948
"Ubu Roi, Cave Scene",2678.0,(1966)
Untitled from Painting Lesson,5839.0,1992
FONTAINE DE JOYEUSE. RUE DE TURENNE 41,229.0,1901
Studies in Myself II,40384.0,1973
La mémoire et la main,1104.0,(1986)
Poster for Marionette Theatre,3447.0,(October 23-25) 1961
Heading for Act 5: Franz and Daniel (Kopfstück zum 5. Akt: Franz und Daniel) from The Robbers (Die Räuber),1243.0,(1923)
Landscape,27154.0,1999
Saint-Cloud,229.0,1923
"Jane from L'Estampe Moderne, Number 12",4891.0,published April 1898
Ear,710.0,2004
"Ventilator Pipe (Decor), design for H.P. (Horsepower)",4942.0,1932 (or 30?)
Winter Sales Are Best Reached by Underground,3020.0,1924
Steichen,5623.0,1906
Initial M (page 101) from LETTRES,3832.0,1945-1946
Portrait (Bettina Ebert),6982.0,1984
Untitled from LAX,108.0,1990
Serving Cart (Elevation sketch),7166.0,1926-46
Evil of the Brassiere World,5483.0,1969
"My Friend's Dog (Der Hund meiner Freundin) (plate, folio 27 verso) from Caroline",4416.0,1985
Nude,6329.0,1935
Untitled (Walther Kühn),3287.0,c. 1900
Baking Dish,1249.0,1949
Lessons I-CLXXX,68036.0,2014-18
Keeper,3474.0,1987
254 rue St. Jacques (Escalier),229.0,1907-08
Screen from Witness,3344.0,1968
Seven Portraits,762.0,1976
"Untitled (tailpiece, folio 33) from Das Buch Judith (The Book of Judith)",1243.0,1910
Sir John F. W. Herschel,932.0,"April 9, 1867"
10 ORIGINAL-LITHOGRAPHIEN,392.0,(n.d.)
Schuylkill River,5471.0,1894
"John F. Kennedy, Democratic National Convention, Los Angeles from the portfolio Big Shots",6399.0,1960
Endless Envelope from Fluxus 1,5403.0,c.1965
Three Color-Groups Against Black/White,2277.0,1969
Gwili Andre,5623.0,1930
"First state of DURING THE VINTAGE (supplementary suite, plate 18) from DAPHNIS AND CHLOE",3697.0,1937
Untitled,17697.0,1946-48
Untitled,41170.0,2007
Tailpiece (folio 29) from LES OEUVRES BURLESQUES ET MYSTIQUES DE FRÈRE MATOREL MORT AU COUVENT,1500.0,1906-1912
"Glas aus vier Jahrtausenden, Helmhaus Zürich",2278.0,1956
Bowl,4130.0,1981
Photograph of Kate Millett demonstrating her Furniture,21398.0,1966
In-text plate (folio 50) from LES OEUVRES BURLESQUES ET MYSTIQUES DE FRÈRE MATOREL MORT AU COUVENT,1500.0,1906-1912
Hôtel de Lauzun,229.0,1905
Typo,4850.0,1965
Tailor Shears,2589.0,c. 1900
"Rite of Spring, costume design for the ballet",4325.0,1962
Canto X from 18 Cantos,4285.0,1964
"Surface is the Between, Between Vertical and Horizon - Descended Blue",2795.0,"1982, published 1983"
Berne (fontaine),229.0,1900
The First Degree,7005.0,2002
The Wildflower,4117.0,1967
"Duplicate of plate from folio 76 (supplementary suite, plate 69) from LA VILLE",3814.0,1925
Untitled,2375.0,1975
Sometimes a nicer sculpture is to be able to provide a living for your family,41829.0,2001-02
Headpiece (page 271) from FABLES,542.0,1818
Untitled,4849.0,(August 15) 1966
"U.S. Highway 30, Sweetwater County, Wyoming",5050.0,March 1940
Untitled from the portfolio PACKAGED HORIZON,725.0,"(July 18-27, 1967)"
"""Khorosho! Oktyabrskaya poema"" by Vladimir Mayakovsky",3569.0,1927
Poster after Self-Portrait in Profile,1634.0,1959
WELSH MINERS,5496.0,1950
Composition No. 76,2595.0,1928
Untitled (page from Sump),25520.0,1994
Plate (page 155) from LES CONQUÉRANTS,3821.0,1948-1949
Correct from That Is Right And Other Similarities,5086.0,1989
"Ecclesiastes IX:10 (plate, folio 26) from Etchings from Ecclesiastes",3702.0,1965
Notes and Sketches for the Triadic Ballet (Triadische Ballett),5219.0,c. 1938
CORRUGATED IRON ROOF,6327.0,1925
Tree in Sussex (Study for Hide-and-Seek),5821.0,1934
Untitled,4278.0,1963
Injecta A.G. Spritzgusswerke und Apparatefabrik,8239.0,c. 1930
Kitchen Scene,5456.0,c. 1937
100 Boots,8183.0,1971-73
Untitled from Campbell's Soup II,6246.0,1969
"Near Interlochen, Michigan",5656.0,February 1981
Untitled,28572.0,2001
Handwritten list of names and email addresses,41829.0,n.d.
Isaac Blessing Jacob,1055.0,1931
Criminal Case 40/61: Reverb,38914.0,2009
Teapot,741.0,1924
Brands and Self Portrait from Fluxus 1,6269.0,1964–65
Zero Dollar,7007.0,1978–84
"Gano Grain Elevator, Western Kansas",4109.0,1939
"Study for Project Entitled ""The City of the Walls: A Narrow City: A Thin City""",256.0,1978
Saint-Cloud,229.0,1923
"Amsterdam, Winter",181.0,1944-45
"Men's Clothing Salesman, Retail Trade. (Verkäufer für Herrenbekleidung, Eizenhandel). (man at work)",5238.0,1977-1978
Han Schröder Architecte,23390.0,Unknown
"Cementerio de la Ciudad Abierta, Ritoque, Chile",45185.0,1975
Sdvigologiia russkogo stikha. Traktat obizhal'nyi i pouchal'nyi,13470.0,1922
Untitled,1581.0,1957
Populations of Water (Peuplements de l'eau) from the portfolio Earth and Water (La Terre et l'eau) from Phenomena (Les Phénomènes),1633.0,1958
<<KUI>> N° 171 from Alphabet bété,30876.0,1991
Untitled,8595.0,c. 1945
Package 1961,1114.0,1961
autoreverse,27881.0,2004-2005
Tailpiece (page 358) from FABLES,542.0,1818
"Twice Sold Object: Brochure ""Black Factory""",37145.0,2005
Untitled,2669.0,1921
Nocturne,62.0,1965
"Untitled (4 days, 3 nights, 1 summer)",25515.0,2001
The Witches (Sylphides). Costume designs for the ballet Transcendence,6261.0,1934
"Hôtel de Châlons Luxembourg, 26 rue Geoffroy L'Asnier",229.0,1920
The Port of Naples (Le Port de Naples) from Essai dur l'histoire de la lithographie en France. Les Peintures lithographes de Manet à Matisse. Album de lithographies originales.,3782.0,c. 1924
"Breakfast Room at Belle Grove Plantation, White Chapel, Louisiana",1777.0,March 1935
Untitled (photogram),8476.0,1989
Zen,2797.0,1981
"Untitled (from the series ""Tree Wind Paintings"")",6269.0,1983-84
Untitled from the series Acts of Appearance,67529.0,2015-ongoing
Postal Dossier (Dossier postale),630.0,1969-70
Untitled (page from Sump),25520.0,1994
Hamlet and Ophelia,710.0,1997
Prospectus title page (inserted at back of book) from À toute épreuve (Proof Against All),4016.0,"1947–58, published 1958"
Plate (folio 2 verso) from HEEN EN WEER,6171.0,1970
Legacy,9358.0,n.d.
Soiern Lakes (Soiernseen),2987.0,1934
Study for Decorative Textile for the Club of Energetics,74860.0,c. 1967
"There is plenty to suck (Mucho hay que chupar) (plate 45, folio 45) from Los Caprichos",2274.0,1797-1799
The Street (Die Straße) (plate 25) from the illustrated book Deutsche Graphiker der Gegenwart (German Printmakers of Our Time),6033.0,1920
Intimate Lighting,37015.0,1965
Tailpiece (page 117) from PARALLÈLEMENT,665.0,1900
Ball Puzzle,756.0,c. 1965
"The Apprentice Boys, Derry",4554.0,1981
Elderly Men (Ältere Herren) from Das graphische Werk von Emil Nolde 1920-1925,4327.0,"(1926, published 1927)"
Los Angeles Airport,6399.0,1978-83
Triptych: Self-Portrait,3745.0,1972
4.4.83 (8),4907.0,1983
"Nobilissima Visione or St. Francis, design for ballet",5821.0,1938
Gayhead Lighthouse,1466.0,1935
The Golden Compass,37059.0,2007
Tablet Litho 25,3975.0,1968
Seven Poems,6386.0,1981
In-text plate (folio 25 verso) from LA MÉTROMANIE,1633.0,1949-1950
"Ziggurat from [2,3]",39961.0,2011
Untitled,4793.0,1976
Untitled,8168.0,1978
Avrutun,3758.0,1971
"THE OX (headpiece, folio 37) from LE BESTIAIRE, OU CORTÈGE D'ORPHÉE",1646.0,1911-1931
Plate (page 158) from LES FLEURS DU MAL,3832.0,1944-1947
No Title (Vavoom It is),7500.0,1987
Lecture About Colonial World,86.0,c. 1957
"<<Un citoyen de l'Empire des ""Morts"" dans ses aventures de la chasse>>
 Date: 15-06-1996 from Connaissance du Monde",30876.0,1996
Plate (page 59) from LES CONQUÉRANTS,3821.0,1948-1949
"Midway Gardens, Chicago, IL",6459.0,1913
Decide Against,30111.0,2007
Advertisement for Living Age Books,7644.0,1957
Plate (folio 74) from LE BESTIAIRE,1081.0,1948
Chair with Arms (Perspective sketch),7166.0,1926-46
Orangerimusik,36939.0,1963
"Republican National Convention, San Francisco, California",3373.0,1956
Untitled,8595.0,c. 1938–60
Glue Boys from Disasters of Peace,28199.0,2003
"""Mayor La Guardia Takes Civil Defense Lessons""",18660.0,"April 6, 1942"
"Then, Mr. Ay-O Got Drunk by the Rainbow",255.0,1973
Front-line Soldier in Brussels (Frontsoldat in Brüssel) from The War (Der Krieg),1559.0,(1924)
"Der Lumpenball das Fest der progressiven Künstler ist am Samstag den 16. Januar, No 20",8238.0,1932
Meridian/122,24409.0,1971
Plate (page 61) from THÉOGONIE,744.0,(Print executed 1932-1955)
"PERFUMERY I and II (headpiece and tailpiece, folio 6) from COMMUNICATIONS",6177.0,1921
Laigh Kirk Close,190.0,1868
"Competition for Chairs and Tables, Festival of Misfits, ICA, London, October 23- November 8, 1962",5569.0,1962
Subdivision,7662.0,1969
Untitled,3842.0,1957
Solid Logic Technology Module,6612.0,1964
Plate (facing page 138) from Les Chants de Maldoror,1364.0,1934
"Co-founder of the SAP, Socialist Workers Party [Heinrich Brandler]",5145.0,c. 1931
Richard Prince and Frank Majore,2325.0,March 1988
Standing Mother and Child,129.0,1961
Construction of the Golden Gate Bridge,5583.0,1935
Untitled from Moonstrips Empire News,4488.0,1967
"Die neue Linie, Mai 1930",399.0,1930
"Devil's Slide, San Mateo County, California",6342.0,1948
"Untitled from The Bride Stripped Bare by Her Bachelors, Even (The Green Box) (La mariée mise à nu par ses célibataires, même [Boîte verte])",1634.0,1934
Teeth fromThese Are Ten Useful Objects Which No One Should Be Without When Traveling,1547.0,1961
Archive of MINUCODE,4010.0,1968
Friendly Low B Flat for Ruth Emerson,36944.0,1964
Plate (folio 75) from LA VILLE,3814.0,1925
"THE CURÉ'S DINING ROOM (plate, page 21) from APHORISMES ET VARIÉTÉS",1646.0,1938-1940
Twice Sold Object: Ness Book,37145.0,2004
Stones for a Wall (6) from Stones for a Wall,53.0,1977
3 Women,32041.0,1976
The Conspiracy (La Conspiracion) from the portfolio City Night Life (Vida Nocturna de la Ciudad),1084.0,1936
Postal Dossier (Dossier postale),630.0,1969-70
"Birth, plate 12 of 24, from the series, Self Portrait",710.0,2009
"Pavilion Apartments and Town Houses, Lafayette Park, Detroit, MI (Floor plans - town house)",7166.0,1958
Very Interesting News... (Muy Interesante Noticia...),4707.0,1913
Untitled from Blueberry Surprise,7929.0,2006
Untitled from Twenty-two Constructions from 1967,5143.0,1986
Untitled,8595.0,c. 1938–60
"Ogg from Ogg, Zog, Zap and Xis",5417.0,1967
"Untitled, no. 49 of 69, from the illustrated book, Album",710.0,1994
Double page plate (between pages 44 and 45) from King Ubu (Ubu Roi),4016.0,1966
Knees and Aborigines,5471.0,September 1927
Spatial Poem No. 1 (word event),5403.0,1965/c. 1980
Plate (page 2) from Le Chant des morts,4609.0,"1945–48, published 1948"
Apple,4216.0,1946
"Sonne Busen Hammer, no. 10",3111.0,1993
Untitled,8383.0,1999-2001
Saint-Cloud,229.0,1924
"Endpapers from J. Dorfmann's ""Im Lande der Rekordzahlen""",8233.0,1927
Interior from Cuevas' Comedies,1325.0,1971
Headpiece and tailpiece (justification page) from LES PETITES FLEURS,511.0,1928
"Untitled from Eurana Park, Weatherly, Pennsylvania",5030.0,1982
VIII from the portfolio ILLUMINATIONS OF TIME AND SPACE,2344.0,(March 12-April 1) 1964
Plate (folio 10) from (POEMS),3213.0,1967-1988
Diagram of an Application-Specific Integrated Circuit (ASIC),10982.0,1986
"Bristol, Virginia",5636.0,2001
Vignette (folio 26 verso) from LES AMOURS,511.0,1915
Chair with Arms (Elevations),7166.0,1926-46
Plate (tipped onto page 3) from Slovo Kak Takavoe (The Word as Such),5066.0,1913
Plate (folio 15) from BESTIAIRE,4569.0,1958
IV from Line Involvements,96.0,1964
"Hotel Monte Verita, Ascona, Switzerland, Dining room. Elevation",8059.0,1934
Floor Plan,7166.0,1926-46
"Banco Pinto & Sotto Mayor, Oliveira de Azeméis, Portugal (Exterior view)",29732.0,1971-1974
"Falling Star from Eight Lithographs to Benefit the Foundation for Contemporary Performance Arts, Inc.",1965.0,1981
"Variant of in-text plate from page 89 (supplementary suite, plate 22) from L'APPEL DU CLOWN",5318.0,1930
"Plate 2 from L'AVANGUARDIA INTERNAZIONALE, Volume 3/L'AVANT-GARDE INTERNATIONALE, Volume 3/THE INTERNATIONAL AVANT-GARDE, Volume 3",550.0,1962.  (Print executed 1961).
Voiture à Gentilly,229.0,1910 or before
"Maquette for poster for Anti-Imperialist Exhibition (Anti-Imperialisticheskaia vystavka), Park of Culture and Rest, Moscow, August 1931",12501.0,1931
Untitled from Matrix for Series of Twenty-two Photostats,5143.0,c. 1982
Staccato printed textile,7330.0,1947
Untitled (Pink Bosoms),5486.0,"1990–92, dated 1990"
Untitled,8595.0,c. 1950
Twelve Heads,19572.0,2012
Untitled,28611.0,(2003)
"Library Museum Theater, plate 8 from Untitled",4160.0,1988
"Spiral Woman, plate 2 of 7, from the portfolio, La Réparation",710.0,2001
Comparison via a Third,30905.0,2007
Ring of Flowers from Break the Silence!,38191.0,2001
Cabomba from The Valise,45810.0,"2016, published 2017"
In-text plate (page 156) from THE WORKS,879.0,1893-1896
Bud Vase,9682.0,c. 1910
Soil Element IV (Elément de sol IV) from the portfolio Earth and Water (La Terre et l'eau) from Phenomena (Les Phénomènes),1633.0,1958
"Spiral Woman, plate 2 of 7, from the portfolio, La Réparation",710.0,2002
Tears from 7 Objects/69,47140.0,1969
Saint-Cloud,229.0,1924
Earth Projects,4108.0,1969
Untitled,1652.0,2004-06
Museum Rietberg Zurich,3041.0,1955
In-text plate (page 3) from Petit Solfège Illustré,665.0,1893  (Reproduced drawings executed 1891-1893).
The Razorback Bunch (Etching II),4823.0,1980
"IIT Master Plan, Chicago, Illinois, (Site plan, early scheme)",7166.0,1939
Captain John Smith. Costume design for the ballet Pocahontas,1982.0,c. 1936
Have you seen my language?,48637.0,2016
Untitled (Bulletin 113),6288.0,1979-80
Houses,5685.0,1950
Untitled from the portfolio STRUCTURES OF TRAVELS,104.0,1962
Souvenir of Service in the Second Municipal Balloon Battalion,8595.0,1905
Fuses,7712.0,1964–1967
Shrimp Cleaner,36779.0,1954
Body Parts,5726.0,1994
Twin Tub with Chainsaw,6446.0,1981
Plate 6 from Ecce Homo,2374.0,1922-1923 (reproduced drawings and watercolors executed 1915-22)
Broken Leaf from Femfolio,38008.0,2009
Untitled,132.0,1968
"The Residency, Taken in Front, and Showing the Room in Which Sir Henry Lawrence was Killed, Lucknow",416.0,1858
Type Specimen Portfolio,39961.0,2006–14
PEPPER (YELLOW) from the portfolio STAINS,5086.0,1969
The Adventures of a Nurse,8183.0,1976
"LVMH Tower, New York, NY (Study model)",7470.0,1994–1999
Untitled from Newspaper Book,1118.0,1962
Anti-Waste from Little Morals,7919.0,1991
Mouse by Bernard Bockes,3580.0,(Published 1966)
"CATALPA (plate, folio 31) from A GENESIS",4571.0,1967
"Plate (folio 5, recto) from Swimming Home",3016.0,2013
VIEILLE MAISON. 38 RUE BERTON,229.0,1913
Requiem,48289.0,2012
"Frank Lloyd Wright Desert Compound and Studio, Chandler area, AZ",49295.0,1908
Untitled,7961.0,1964
Plate (page 51) from PENTATOLI,1686.0,1926-1931
Albyn from In Our Time: Covers for a Small Library After the Life for the Most Part,3121.0,1969-70
"DESOLATE PLACES, proof of 1st color (supplementary suite, plate 32) from ANVOUAIAJE PAR IN NINBESIL AVEC DE ZIMAJE",1633.0,1949-1950
<<LÊ>> N° 215 from Alphabet bété,30876.0,1991
High Performance,29007.0,2000
Theme Song,53.0,1973
Untitled (Suisse),229.0,1901
"Main Street, Saugerties",1343.0,(1938)
"Variant of plate facing page 194 (supplementary suite, plate 17) from L'ODYSSÉE",511.0,1930
"Footprints, page from the sketchbook El Golea, II",1633.0,1948
Color separations for L'ENFLE CHIQUE III,1633.0,(1966)
In-text plate (folio 19) from MECCANO,292.0,1966
Untitled from the portfolio CHARADES,3357.0,1965
"ASPENS, WYOMING",6327.0,1956
Untitled from Favorite Objects,649.0,1998
Plate (folio 6) from SALT NOTES,806.0,1989-1990
Nude with Three Arms (Akt mit drei Armen),366.0,1977
Low Tide Wandering No. 11 (Wattwanderung No. 11) from Low Tide Wandering (Wattwanderung),5281.0,2001
Sketchbook,1485.0,c. 1939-44
"Variations for Double-Bass, performed during Fluxus International Festspiele Neuester Musik, Hörsaal des Städtischen Museums, Wiesbaden, September, 1962",4520.0,1962
Reclining Chair without Arms. Reclining Chair with Arms. (Elevation sketches),7166.0,1931-1932
Grafa,875.0,1933
Headpiece (page 83) from FABLES,542.0,1818
Headpiece (page 35) from POÈMES,1511.0,1933
The Farm by the Broad (Norfolk),1724.0,1888
Headpiece (page 311) from FABLES,542.0,1818
Untitled from VVV Portfolio,5804.0,"1942, published 1943"
Horseshoe,710.0,2002
La Tauromaquia,4609.0,1959.  (Aquatints executed 1957; drypoint executed 1959).
"LVMH Tower, New York, NY (Perspective sketches, façade studies)",7470.0,1994-1999
Untitled,124.0,"(May 15-25, 1961)"
Tailpiece (page 180) from AVENTURES PRODIGIEUSES DE TARTARIN DE TARASCON,1646.0,1931-1937
Head IV (Kopf IV) from the portfolio Heads (Köpfe),2896.0,(1922)
Entrée de Cinéma. Avenue des Ternes,229.0,1924-25
Art Bubble I-III,69549.0,1971-72
Untitled,8595.0,c. 1955
Striptease (Nackttanz) fromTrip to Berlin 1922 (Berliner Reise 1922),429.0,1922
"Detail of Front of Combined Filling Station and Grocery Store, Questa, New Mexico",3455.0,September 1939
MONSEIGNEUR DARBOY (1813-71),1967.0,1860-70
<<TCHÉ>> N° 158 from Alphabet bété,30876.0,1991
Maquette for Leisure Hours (Loisirs),1633.0,1961
"THE MEETING OF JACOB AND RACHEL, plate 15 (volume I, folio 38) from the BIBLE",1055.0,1931-1956
100 Years,8045.0,2001
40 x 60,68036.0,2017
"Twice Sold Object: American Apparel Infant One-Piece ""The Black Factory""",37145.0,2007
Rescue Archaeology - A Project for the Museum of Modern Art,27427.0,2000 - 2004
Stones for a Wall (3) from Stones for a Wall,53.0,1977
Plate (folio 20) from Mirskontsa (Worldbackwards),2229.0,1912
THE SEA,3762.0,1949
"Untitled #17, from the series Scanscape",27305.0,1994
"Stores with False Fronts, Western Kansas",4109.0,1939
Woman with Three Hairs Surrounded by Birds in the Night,4016.0,"Palma, September 2, 1972"
The Lost of One Identity,28741.0,2000
Headpiece (page 163) from CIRQUE DE L'ÉTOILE FILANTE,5053.0,1926-1938
"Untitled, plate 4 of 5, from the illustrated book, The Laws of Nature",710.0,2001
Tailpiece (folio 10) from LOS RENEGADOS,2717.0,1962
Mädchen mit entblöster Brust,28691.0,2001
Living Forms (Les Formes vivantes),209.0,(1963)
Eyes,710.0,1996
"Fox and Flask (Fuchs und Flasche) and Crane (Kranich) (in-text plates, page 21) from Tierfabeln des Aesop (Aesop's Fables)",3756.0,"(1950, print executed 1949-50)"
Untitled,4278.0,1963
Baiser de la fee:  Costume design for the ballet,2461.0,1937
Porte. L'église Saint-Paul,229.0,1911
Untitled,3268.0,1930
"T.V. Frame Left in a Reclamation Area, Tokyo",93.0,1969
Headpiece (page 51) from LA 628-E8,665.0,1908
Sack and Cap,7662.0,1966
"The Goldfinch (Le Chardonneret) (plate, facing page 130) from Eaux-fortes originale pour des textes de Buffon (Histoire naturelle)",4609.0,"1936, published 1942"
Plate (folio 18) from POÈMES À VOIR,107.0,1986
Review Committe,8271.0,1989
Title page from CIRQUE,6624.0,1950
"Tennis Court and Pyramids, Egypt",4022.0,1989
A Tribute to the Music of Thelonius Monk,5940.0,1986
A i love that one from circus alphabet,41140.0,1968
Folio 17 from Zaumnaia gniga (Transrational Boog),5066.0,1915
The Ballad of Genesis and Lady Jaye,68261.0,2011
Slow Print,26382.0,(2003)
"Plate VI (double page plate, folios 19 verso and 20) from Façade",4278.0,1966
Pavlova's Foot,5531.0,1922
6 Rue de Fourcy,229.0,1910-11
"House and Garden and the Chris Hani Informal Settlement, Tulbagh, Western Cape",2214.0,"February 6, 2005"
"Square from Hotan Project, Xinjiang, China (for Parkett no. 91)",43501.0,2012
Headpiece (page 29) from IMAGES D'UNE PETITE VILLE ARABE,3782.0,1947
Untitled,1623.0,1966
Pendulum from Parachutes,3344.0,1968
"Starrett-Lehigh Building, 601 West 26th Street, Manhattan",41.0,"July 14, 1936"
Little freedomfrom the Museum in Progress project The Standard Museum,31370.0,"(newspaper published November 13/14, 2004)"
Untitled from Twenty-Four Personal Attitudes Related to Closed Spaces,5568.0,"1978–80, published 1983"
Rayograph,3716.0,1922
"Plate (folio 12) from ""ICH STAND VOR DER MAUER AUS GLAS.""",3640.0,1982
Nihon Buyo,5800.0,1981
HÔTEL CHENIZOT. 51 RUE SAINT-LOUIS-EN-L'ÎLE,229.0,1908
Mixed Nuts,4502.0,1975
Prevent Loose Heads,1677.0,1939-1945
Sainte Sébastienne,710.0,1990
JONAH ON THE SHIP,6255.0,1959
Untitled,8383.0,2001
Plate (folio 12) from Estampas del Popol-Vuh,3935.0,1943
The Swimmer,689.0,1982
Danish travel poster,23390.0,1900-1943
Desolate Freestyle 3,28591.0,2003
Glint,4823.0,1984
Springtime for Pluto,41920.0,1944
"Untitled (Kunstverein Hamburg, Germany, 1997-1998)",28858.0,1997–98
"VIEUX-PORT (plate, folio 16) from ÉLOGE DE ALBERT MARQUET",3782.0,1947-1948
Prototype forPaper Fluxwork,35728.0,c. 1965
Trio for Strings (pages 2-3) from Fluxus 1,6520.0,"1958, assembled 1964"
Poster for Ivan Picelj exhibition in Belgrade,40247.0,1970
Untitled from Fluxus 1,31589.0,"1964, assembled c. 1965-66"
Prototype forPaper Fluxwork,35728.0,c. 1965
Tailpiece (page 120) from LES IDYLLES,3409.0,1945
Object (Dinge),4375.0,1987
Untitled,4048.0,c. 1923
Exercise,756.0,1963
"Bedroom, Shrimp Fisherman's House, Biloxi, Mississippi",1777.0,1945
HEURTOIR 7 RUE POULLETIER,229.0,1902-03
Traktat o sploshnom neprilichii (Treatise on Total Obscenity),12509.0,1919–20
"Flyer for The Cognitive (A Newly Defined Field): Its Present Situation, Claverly Hall, Harvard University, April 17, 1962",35796.0,1962
La Carte-lettre,2349.0,1921
"Collage, 141",5097.0,1951
Open Channel,5943.0,1987
Magnified and Reduced Inches,4108.0,1963
Encierro (Confinement),67764.0,1968
Eye Body #28 from Eye Body: 36 Transformative Actions for Camera,7712.0,1963
